gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,bnum
Ecoli_C27082,Ecoli_C27082A152,155864.EDL933_4026,1.9700000000000002e-272,748.0,"COG0814@1|root,COG0814@2|Bacteria,1QF5A@1224|Proteobacteria,1RR18@1236|Gammaproteobacteria,3XM49@561|Escherichia",2|Bacteria,E,Inner membrane transport protein YqeG,yqeG,"GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006865,GO:0008150,GO:0015711,GO:0015804,GO:0015849,GO:0015893,GO:0016020,GO:0032329,GO:0042221,GO:0042493,GO:0042940,GO:0042942,GO:0044464,GO:0046942,GO:0050896,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944",-,"ko:K03834,ko:K03835,ko:K03836,ko:K03837,ko:K03838",-,-,-,-,"ko00000,ko02000","2.A.42.1.1,2.A.42.1.2,2.A.42.1.3,2.A.42.2.1,2.A.42.2.2",-,"iAPECO1_1312.APECO1_3308,iE2348C_1286.E2348C_3406,iEC55989_1330.EC55989_3533,iEC55989_1330.EC55989_3581,iECABU_c1320.ECABU_c35330,iECED1_1282.ECED1_3781,iECIAI1_1343.ECIAI1_3265,iECNA114_1301.ECNA114_4343,iECO103_1326.ECO103_3863,iECO103_1326.ECO103_3910,iECO111_1330.ECO111_3985,iECO26_1355.ECO26_4221,iECO26_1355.ECO26_4267,iECOK1_1307.ECOK1_3543,iECP_1309.ECP_3209,iECSE_1348.ECSE_3400,iECSE_1348.ECSE_3447,iECSF_1327.ECSF_2956,iECUMN_1333.ECUMN_2202,iECW_1372.ECW_m3385,iEKO11_1354.EKO11_0601,iEcE24377_1341.EcE24377A_3643,iLF82_1304.LF82_2232,iNRG857_1313.NRG857_15495,iSBO_1134.SBO_2981,iSDY_1059.SDY_3013,iSFV_1184.SFV_3804,iSFxv_1172.SFxv_4080,iSSON_1240.SSON_3307,iS_1188.S4018,iSbBS512_1146.SbBS512_E3241,iUMN146_1321.UM146_00750,iUTI89_1310.UTI89_C3551,iWFL_1372.ECW_m3385,ic_1306.c3874",Trp_Tyr_perm,b2845
Ecoli_C51354,Ecoli_C51354A14,316407.85677091,7.66e-217,598.0,"COG1715@1|root,COG1715@2|Bacteria,1Q2VY@1224|Proteobacteria,1RYEE@1236|Gammaproteobacteria,3XQ4J@561|Escherichia",2|Bacteria,J,Involved in the acceptance of foreign DNA which is modified. Restricts both adenine- and cytosine-methylated DNA,mrr,"GO:0001101,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009295,GO:0009415,GO:0009628,GO:0009987,GO:0010035,GO:0015666,GO:0016787,GO:0016788,GO:0032067,GO:0034641,GO:0042221,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043590,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051599,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901700",-,ko:K07448,-,-,-,-,"ko00000,ko02048",-,-,-,"Mrr_N,Mrr_cat",b4351
Ecoli_C7636,Ecoli_C7636A0,316407.85675490,0.0,1454.0,"COG1204@1|root,COG1204@2|Bacteria,1N8A5@1224|Proteobacteria,1S0UU@1236|Gammaproteobacteria",2|Bacteria,L,COG1204 Superfamily II helicase,yfjK,"GO:0002252,GO:0002376,GO:0006950,GO:0006952,GO:0008150,GO:0009314,GO:0009605,GO:0009607,GO:0009615,GO:0009628,GO:0010212,GO:0043207,GO:0050896,GO:0051607,GO:0051704,GO:0051707,GO:0098542",-,-,-,-,-,-,-,-,-,-,"DEAD,Helicase_C",b2627
Ecoli_C27981,Ecoli_C27981A254,481805.EcolC_2258,6.48e-277,759.0,"COG0183@1|root,COG0183@2|Bacteria,1MU5G@1224|Proteobacteria,1RM93@1236|Gammaproteobacteria,3XM40@561|Escherichia",2|Bacteria,I,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,paaJ,"GO:0003674,GO:0003824,GO:0006082,GO:0006725,GO:0006805,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009404,GO:0009407,GO:0009410,GO:0009636,GO:0009850,GO:0009852,GO:0009987,GO:0010124,GO:0010817,GO:0016054,GO:0016740,GO:0016746,GO:0016747,GO:0019439,GO:0019748,GO:0019752,GO:0032787,GO:0033554,GO:0033812,GO:0042178,GO:0042221,GO:0042445,GO:0042447,GO:0042537,GO:0043436,GO:0044237,GO:0044248,GO:0044281,GO:0044282,GO:0046395,GO:0050896,GO:0051716,GO:0065007,GO:0065008,GO:0070887,GO:0071466,GO:0071704,GO:0072329,GO:0098754,GO:1901360,GO:1901361,GO:1901575","2.3.1.16,2.3.1.174,2.3.1.223,2.3.1.9","ko:K00626,ko:K00632,ko:K02615","ko00071,ko00072,ko00280,ko00281,ko00310,ko00360,ko00362,ko00380,ko00592,ko00620,ko00630,ko00640,ko00642,ko00650,ko00720,ko00900,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko02020,map00071,map00072,map00280,map00281,map00310,map00360,map00362,map00380,map00592,map00620,map00630,map00640,map00642,map00650,map00720,map00900,map01100,map01110,map01120,map01130,map01200,map01212,map02020","M00087,M00088,M00095,M00113,M00373,M00374,M00375","R00238,R00829,R00927,R01177,R03778,R03858,R03991,R04546,R04742,R04747,R05506,R05586,R07891,R07895,R07899,R08091,R08095,R09839","RC00004,RC00326,RC00405,RC01702,RC02728,RC02898,RC02955,RC03003","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"Thiolase_C,Thiolase_N",b1397
Ecoli_C35841,Ecoli_C35841A76,198214.SF0071,1.1099999999999999e-261,717.0,"COG0583@1|root,COG0583@2|Bacteria,1MX24@1224|Proteobacteria,1RQP0@1236|Gammaproteobacteria",2|Bacteria,K,transcriptional regulator,leuO,"GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0032991,GO:0032993,GO:0043565,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141",-,ko:K05798,-,-,-,-,"ko00000,ko03000",-,-,"iECW_1372.ECW_m0076,iWFL_1372.ECW_m0076","HTH_1,LysR_substrate",b0076
Ecoli_C72709,Ecoli_C72709A269,198214.SF4149,3.47e-168,470.0,"COG3700@1|root,COG3700@2|Bacteria,1PRRA@1224|Proteobacteria,1RP0N@1236|Gammaproteobacteria",2|Bacteria,S,Belongs to the class B bacterial acid phosphatase family,aphA,"GO:0003674,GO:0003824,GO:0003993,GO:0004647,GO:0005488,GO:0005575,GO:0005623,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0030288,GO:0030313,GO:0031975,GO:0042578,GO:0042597,GO:0044237,GO:0044464,GO:0048037",3.1.3.2,ko:K03788,"ko00740,ko01100,map00740,map01100",-,R00548,RC00017,"ko00000,ko00001,ko01000",-,-,"iECIAI39_1322.ECIAI39_4476,iYL1228.KPN_04442",Acid_phosphat_B,b4055
Ecoli_C263272,,,,,,,,,,,,,,,,,,,,,,
Ecoli_C18584,Ecoli_C18584A0,316407.1736591,1.42e-309,849.0,"COG1344@1|root,COG1344@2|Bacteria,1MV1N@1224|Proteobacteria,1RN0Y@1236|Gammaproteobacteria,3XMAA@561|Escherichia",2|Bacteria,N,Flagellin is the subunit protein which polymerizes to form the filaments of bacterial flagella,fliC,"GO:0005575,GO:0005576,GO:0005623,GO:0009288,GO:0042995,GO:0043226,GO:0043228,GO:0044464",-,ko:K02406,"ko02020,ko02040,ko04621,ko04626,ko05132,ko05134,map02020,map02040,map04621,map04626,map05132,map05134",-,-,-,"ko00000,ko00001,ko02035",-,-,-,"Flagellin_C,Flagellin_N,FliC_SP",b1923
Ecoli_C247010,,,,,,,,,,,,,,,,,,,,,,
Ecoli_C1837,Ecoli_C1837A934,198214.SF2831,0.0,2331.0,"COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,1RPC6@1236|Gammaproteobacteria",2|Bacteria,L,"A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit contributes ATPase, 3'-5' helicase, exonuclease activity and loads RecA onto ssDNA",recB,"GO:0000166,GO:0000724,GO:0000725,GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0004518,GO:0004519,GO:0004520,GO:0004527,GO:0004529,GO:0004536,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006952,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0008854,GO:0009314,GO:0009338,GO:0009628,GO:0009987,GO:0015616,GO:0016043,GO:0016462,GO:0016787,GO:0016788,GO:0016796,GO:0016817,GO:0016818,GO:0016887,GO:0016895,GO:0017076,GO:0017111,GO:0030554,GO:0032392,GO:0032508,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044355,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0097159,GO:0097367,GO:0099046,GO:0140097,GO:1901265,GO:1901360,GO:1901363,GO:1902494","3.1.11.5,3.6.4.12","ko:K03582,ko:K16898","ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"PDDEXK_1,UvrD-helicase,UvrD_C",b2820
Ecoli_C40811,Ecoli_C40811A22,316407.85674406,3.81e-252,691.0,"COG3842@1|root,COG3842@2|Bacteria,1MU3I@1224|Proteobacteria,1RMTS@1236|Gammaproteobacteria,3XQAR@561|Escherichia",2|Bacteria,E,Part of the ABC transporter complex FbpABC involved in Fe(3 ) ions import. Responsible for energy coupling to the transport system,fbpC,"GO:0000041,GO:0003674,GO:0003824,GO:0005215,GO:0005381,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0008150,GO:0008324,GO:0015075,GO:0015318,GO:0015399,GO:0015405,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0022890,GO:0030001,GO:0034220,GO:0034755,GO:0042623,GO:0042626,GO:0043492,GO:0046873,GO:0046915,GO:0051179,GO:0051234,GO:0055085,GO:0098655,GO:0098660,GO:0098662","3.6.3.30,3.6.3.31","ko:K02010,ko:K11072","ko02010,map02010","M00190,M00299",-,-,"ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.10,3.A.1.11.1",-,-,"ABC_tran,TOBE_2",b0262
Ecoli_C38866,Ecoli_C38866A122,469008.B21_01729,2.19e-218,605.0,"COG0524@1|root,COG0524@2|Bacteria,1NA08@1224|Proteobacteria,1RZWR@1236|Gammaproteobacteria,3XRJI@561|Escherichia",2|Bacteria,G,Phosphomethylpyrimidine kinase,ydjH,-,2.7.1.15,ko:K00852,"ko00030,map00030",-,"R01051,R02750","RC00002,RC00017","ko00000,ko00001,ko01000",-,-,-,PfkB,b1772
Ecoli_C153973,,,,,,,,,,,,,,,,,,,,,,b1148
Ecoli_C20093,Ecoli_C20093A394,469008.B21_00629,0.0,978.0,"2C471@1|root,2Z7J2@2|Bacteria,1NDEQ@1224|Proteobacteria,1RMG0@1236|Gammaproteobacteria,3XPEX@561|Escherichia",2|Bacteria,M,amino disaccharide metabolic process,chiP,"GO:0003674,GO:0005215,GO:0006810,GO:0008150,GO:0008152,GO:0008643,GO:0015267,GO:0015772,GO:0022803,GO:0022838,GO:0022857,GO:0051179,GO:0051234,GO:0052778,GO:0052779,GO:0055085,GO:0071702,GO:0071704,GO:1901135",-,-,-,-,-,-,-,-,-,-,OprD,b0681
Ecoli_C99341,Ecoli_C99341A136,199310.c3146,6e-112,324.0,"COG1961@1|root,COG1961@2|Bacteria,1RA0V@1224|Proteobacteria,1RPSK@1236|Gammaproteobacteria,3XR8X@561|Escherichia",2|Bacteria,L,recombinase activity,pinR,"GO:0000150,GO:0003674,GO:0003824,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0140097,GO:1901360",-,ko:K14060,-,-,-,-,ko00000,-,-,-,"HTH_7,Resolvase",b1545
Ecoli_C16225,Ecoli_C16225A116,316407.1742057,0.0,1022.0,"COG0147@1|root,COG0147@2|Bacteria,1MVBJ@1224|Proteobacteria,1RMSE@1236|Gammaproteobacteria,3XP2S@561|Escherichia",2|Bacteria,E,"Part of a heterotetrameric complex that catalyzes the two-step biosynthesis of anthranilate, an intermediate in the biosynthesis of L-tryptophan. In the first step, the glutamine- binding beta subunit (TrpG) of anthranilate synthase (AS) provides the glutamine amidotransferase activity which generates ammonia as a substrate that, along with chorismate, is used in the second step, catalyzed by the large alpha subunit of AS (TrpE) to produce anthranilate. In the absence of TrpG, TrpE can synthesize anthranilate directly from chorismate and high concentrations of ammonia",trpE,"GO:0000162,GO:0003674,GO:0003824,GO:0004049,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005950,GO:0006082,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016829,GO:0016830,GO:0016833,GO:0018130,GO:0019438,GO:0019752,GO:0032991,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046219,GO:0046394,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494",4.1.3.27,"ko:K01657,ko:K13503","ko00400,ko00405,ko01100,ko01110,ko01130,ko01230,ko02024,ko02025,map00400,map00405,map01100,map01110,map01130,map01230,map02024,map02025",M00023,"R00985,R00986","RC00010,RC02148,RC02414","ko00000,ko00001,ko00002,ko01000",-,-,"iG2583_1286.G2583_1603,iIT341.HP1282","Anth_synt_I_N,Chorismate_bind",b1264
Ecoli_C9441,Ecoli_C9441A127,481805.EcolC_3391,0.0,1230.0,"COG1298@1|root,COG1298@2|Bacteria,1MUF3@1224|Proteobacteria,1RMSM@1236|Gammaproteobacteria,3XM97@561|Escherichia",2|Bacteria,NU,FHIPEP family,flhA,-,-,ko:K02400,"ko02040,map02040",-,-,-,"ko00000,ko00001,ko02035,ko02044","3.A.6.2,3.A.6.3",-,-,FHIPEP,
Ecoli_C87497,Ecoli_C87497A170,469008.B21_00558,7.3e-144,406.0,"COG1475@1|root,COG1475@2|Bacteria,1R5VN@1224|Proteobacteria,1RZ7C@1236|Gammaproteobacteria,3XNY5@561|Escherichia",2|Bacteria,K,ParB-like nuclease domain,ibrB,-,-,ko:K03497,-,-,-,-,"ko00000,ko03000,ko03036,ko04812",-,-,-,ParBc,b0601
Ecoli_C153014,Ecoli_C153014A84,1440052.EAKF1_ch1674,4.24e-70,213.0,"COG3029@1|root,COG3029@2|Bacteria,1RD34@1224|Proteobacteria,1S419@1236|Gammaproteobacteria,3XPS9@561|Escherichia",2|Bacteria,C,Seems to be involved in the anchoring of the catalytic components of the fumarate reductase complex to the cytoplasmic membrane,frdC,"GO:0000104,GO:0001539,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006091,GO:0006113,GO:0006928,GO:0006996,GO:0008150,GO:0008152,GO:0008177,GO:0009061,GO:0009987,GO:0015980,GO:0016020,GO:0016043,GO:0016491,GO:0016627,GO:0016635,GO:0022607,GO:0030030,GO:0030031,GO:0032991,GO:0040011,GO:0044085,GO:0044237,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0044780,GO:0044781,GO:0045273,GO:0045274,GO:0045283,GO:0045284,GO:0045333,GO:0048870,GO:0051179,GO:0051674,GO:0055114,GO:0070469,GO:0070470,GO:0070925,GO:0071840,GO:0071944,GO:0071973,GO:0097588,GO:0098796,GO:0098797,GO:0098803",-,ko:K00246,"ko00020,ko00190,ko00620,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko02020,map00020,map00190,map00620,map00650,map00720,map01100,map01110,map01120,map01130,map01200,map02020","M00009,M00011,M00150,M00173",R02164,RC00045,"ko00000,ko00001,ko00002",-,-,iYL1228.KPN_04551,Fumarate_red_C,b4152
Ecoli_C24127,Ecoli_C24127A455,316407.4062556,5.12e-308,840.0,"2EWX4@1|root,33Q8G@2|Bacteria,1NRMN@1224|Proteobacteria,1SMDS@1236|Gammaproteobacteria,3XR9Z@561|Escherichia",2|Bacteria,-,-,yccE,-,-,-,-,-,-,-,-,-,-,-,-,b1001
Ecoli_C29933,Ecoli_C29933A111,316407.85674830,1.89e-273,750.0,"COG1749@1|root,COG1749@2|Bacteria,1MU5J@1224|Proteobacteria,1RMWX@1236|Gammaproteobacteria,3XNMQ@561|Escherichia",2|Bacteria,N,bacterial-type flagellum-dependent swarming motility,flgE,"GO:0001539,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006928,GO:0008150,GO:0009288,GO:0009424,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044422,GO:0044424,GO:0044444,GO:0044461,GO:0044463,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588",-,ko:K02390,"ko02040,map02040",-,-,-,"ko00000,ko00001,ko02035",-,-,-,"FlaE,Flg_bb_rod,Flg_bbr_C",b1076
Ecoli_C23898,Ecoli_C23898A489,469008.B21_01146,1.2e-280,770.0,"COG2200@1|root,COG2200@2|Bacteria,1MVJY@1224|Proteobacteria,1RPDW@1236|Gammaproteobacteria,3XNKP@561|Escherichia",2|Bacteria,T,"Binds to and releases the BluR repressor from its bound DNA target in a blue light-dependent (470 nm) fashion. A shift to low temperature also triggers a BluF-mediated relief of repression by BluR, suggesting BluF may serve as a thermometer. Blue light may act to increase the affinity of BluF for BluR, allowing it to be released from its operator. The protein has a reversible photocycle, and undergoes structural changes, probably in the EAL domain, in response to light",ycgF,"GO:0000166,GO:0003674,GO:0005488,GO:0005515,GO:0006355,GO:0008134,GO:0008150,GO:0009314,GO:0009416,GO:0009628,GO:0009637,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0033613,GO:0036094,GO:0043167,GO:0043168,GO:0043433,GO:0044092,GO:0048037,GO:0048519,GO:0050660,GO:0050662,GO:0050789,GO:0050794,GO:0050896,GO:0051090,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0065009,GO:0070491,GO:0080090,GO:0097159,GO:1901265,GO:1901363,GO:1903506,GO:2000112,GO:2001141",-,ko:K21973,-,-,-,-,ko00000,-,-,-,"BLUF,EAL",b1163
Ecoli_C43349,Ecoli_C43349A14,155864.EDL933_3132,9.49e-206,571.0,"COG0463@1|root,COG0463@2|Bacteria,1QV3I@1224|Proteobacteria,1RY93@1236|Gammaproteobacteria,3XN3F@561|Escherichia",2|Bacteria,M,slime layer organization,wcaA,"GO:0003674,GO:0003824,GO:0016740,GO:0016757",-,-,-,-,-,-,-,-,-,-,Glycos_transf_2,b2059
Ecoli_C247009,Ecoli_C247009A0,1115512.EH105704_26_00290,5.59e-36,122.0,"2CZYD@1|root,32T7D@2|Bacteria,1N2MQ@1224|Proteobacteria,1S8RA@1236|Gammaproteobacteria,3XR6D@561|Escherichia",2|Bacteria,S,Protein of unknown function (DUF987),ykfH,-,-,-,-,-,-,-,-,-,-,-,DUF987,
Ecoli_C48220,Ecoli_C48220A287,155864.EDL933_4029,8.25e-193,537.0,"COG3710@1|root,COG3710@2|Bacteria,1R9DQ@1224|Proteobacteria,1S07A@1236|Gammaproteobacteria,3XQNB@561|Escherichia",2|Bacteria,K,intracellular signal transduction,marT,-,-,-,-,-,-,-,-,-,-,-,Trans_reg_C,b2847
Ecoli_C145637,Ecoli_C145637A55,155864.EDL933_4038,2.11e-91,269.0,"COG0741@1|root,COG0741@2|Bacteria,1MZU4@1224|Proteobacteria,1RXXU@1236|Gammaproteobacteria",2|Bacteria,M,Transglycosylase SLT domain,slt,-,-,ko:K08309,-,-,-,-,"ko00000,ko01000,ko01011",-,GH23,-,"SLT,TPR_16,TPR_6",
Ecoli_C98984,Ecoli_C98984A0,155864.EDL933_4902,4.69e-130,370.0,"COG1309@1|root,COG1309@2|Bacteria,1MWF7@1224|Proteobacteria,1RPZ6@1236|Gammaproteobacteria,3XNEV@561|Escherichia",2|Bacteria,K,"Required for nucleoid occlusion (NO) phenomenon, which prevents Z-ring formation and cell division over the nucleoid. Acts as a DNA-associated cell division inhibitor that binds simultaneously chromosomal DNA and FtsZ, and disrupts the assembly of FtsZ polymers. SlmA-DNA-binding sequences (SBS) are dispersed on non-Ter regions of the chromosome, preventing FtsZ polymerization at these regions",slmA,"GO:0000278,GO:0000281,GO:0000910,GO:0000917,GO:0000918,GO:0000976,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0007049,GO:0007346,GO:0008150,GO:0009295,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0010564,GO:0010948,GO:0010974,GO:0016043,GO:0019219,GO:0019222,GO:0022402,GO:0022607,GO:0031323,GO:0031326,GO:0031333,GO:0032271,GO:0032272,GO:0032465,GO:0032466,GO:0032506,GO:0032954,GO:0032955,GO:0042802,GO:0043085,GO:0043087,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043254,GO:0043547,GO:0043565,GO:0043590,GO:0044085,GO:0044087,GO:0044093,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0045786,GO:0045930,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0051128,GO:0051129,GO:0051171,GO:0051252,GO:0051301,GO:0051302,GO:0051336,GO:0051345,GO:0051726,GO:0051782,GO:0060255,GO:0061640,GO:0065007,GO:0065009,GO:0071840,GO:0080090,GO:0090529,GO:0097159,GO:0140110,GO:1901363,GO:1901891,GO:1901892,GO:1902410,GO:1902412,GO:1902413,GO:1903047,GO:1903436,GO:1903437,GO:1903506,GO:1990837,GO:2000112,GO:2001141",-,ko:K05501,-,-,-,-,"ko00000,ko03000,ko03036",-,-,-,TetR_N,b3641
Ecoli_C281045,Ecoli_C281045A0,316407.1742574,2.36e-19,78.6,"2DK2U@1|root,3089M@2|Bacteria,1QIRK@1224|Proteobacteria,1TGKY@1236|Gammaproteobacteria,3XRAA@561|Escherichia",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b1572
Ecoli_C50343,Ecoli_C50343A325,316407.85676630,8.84e-196,545.0,"COG5464@1|root,COG5464@2|Bacteria,1MUSP@1224|Proteobacteria,1RNUW@1236|Gammaproteobacteria",2|Bacteria,S,Transposase,yhgA,"GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016788,GO:0016888,GO:0016893,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1990238",-,-,-,-,-,-,-,-,-,-,Transposase_31,b3411
Ecoli_C15277,Ecoli_C15277A151,316407.85676500,0.0,1069.0,"COG0747@1|root,COG0747@2|Bacteria,1MUZH@1224|Proteobacteria,1RNES@1236|Gammaproteobacteria,3XMYT@561|Escherichia",2|Bacteria,E,Dipeptide-binding protein of a transport system that can be subject to osmotic shock. DppA is also required for peptide chemotaxis,dppA,"GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0006457,GO:0006810,GO:0006857,GO:0008150,GO:0009987,GO:0015833,GO:0020037,GO:0030288,GO:0030313,GO:0031975,GO:0033218,GO:0042277,GO:0042597,GO:0042886,GO:0042938,GO:0044464,GO:0046906,GO:0048037,GO:0051179,GO:0051234,GO:0061077,GO:0071702,GO:0071705,GO:0097159,GO:1901363",-,"ko:K02035,ko:K12368","ko02010,ko02024,ko02030,map02010,map02024,map02030","M00239,M00324",-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.5,-,iSSON_1240.SSON_3846,SBP_bac_5,b3544
Ecoli_C175782,Ecoli_C175782A28,1440052.EAKF1_ch0422,1.7e-21,89.4,"2F5RH@1|root,33YAD@2|Bacteria,1NWQH@1224|Proteobacteria,1SNYV@1236|Gammaproteobacteria,3XR4W@561|Escherichia",2|Bacteria,-,-,gfcA,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,-,b0987
Ecoli_C24144,Ecoli_C24144A8,502347.ESCAB7627_0683,2.67e-286,788.0,"COG3344@1|root,COG3344@2|Bacteria,1MVI1@1224|Proteobacteria,1RQP7@1236|Gammaproteobacteria,3XQ3W@561|Escherichia",2|Bacteria,L,Reverse transcriptase (RNA-dependent DNA polymerase),-,-,2.7.7.49,"ko:K00986,ko:K15342,ko:K20170","ko00760,ko01120,map00760,map01120",M00811,"R11175,R11177,R11178","RC00875,RC03023,RC03336","ko00000,ko00001,ko00002,ko01000,ko02048,ko03400",-,-,-,"GIIM,HNH,RVT_1,RVT_N",b0258
