Object ID,Accession-1,Gene Name,Product,Characterization,log_TPM_median,range,in_iM,precise mapping issue
G7804,b3830,ysgA,putative dienelactone hydrolase,PARTIAL,6.725547052,9.427871449,1,0
EG10729,b0241,phoE,outer membrane porin PhoE,PARTIAL,1.837513011,9.406203182,1,0
G370,b1879,flhA,flagellar biosynthesis protein FlhA,PARTIAL,2.898230156,9.387801598,1,0
G0-10441,b4515,cydX,cytochrome <i>bd</i>-I accessory subunit CydX,PARTIAL,7.901982258,9.375271182,1,0
G7015,b1843,yobB,putative carbon-nitrogen hydrolase family protein YobB,PARTIAL,5.428978799,9.362951859,1,0
G6152,b0281,intF,CP4-6 prophage; putative phage integrase,PARTIAL,5.777149392,9.353991489,1,0
G6806,b1519,tam,<i>trans</i>-aconitate 2-methyltransferase,PARTIAL,5.061423376,9.322011726,1,0
EG11261,b0851,nfsA,NADPH-dependent nitro/quinone reductase NfsA,PARTIAL,5.938351044,9.321953729,1,0
EG12277,b3573,ysaA,putative electron transport protein YsaA,PARTIAL,4.068728298,9.320426998,1,0
EG10602,b1889,motB,motility protein B,PARTIAL,2.075064266,9.298367431,1,0
G7763,b3446,yrhB,putative heat shock chaperone,PARTIAL,2.959210542,9.285158599,1,0
EG10292,b4292,fecR,ferric citrate regulator FecR,PARTIAL,4.883469118,9.28184341,1,0
G6193,b0328,yahN,putative amino acid exporter YahN,PARTIAL,2.411306119,9.277263354,1,0
G6774,b1477,yddM,DNA-binding transcriptional regulator YddM,PARTIAL,6.545939522,9.246623532,1,0
EG11626,b0862,artQ,L-arginine ABC transporter membrane subunit ArtQ,PARTIAL,6.336608412,9.2461388,1,0
G0-9561,b4409,blr,&beta;-lactam resistance protein,PARTIAL,6.468113853,9.238817579,1,0
G7192,b2300,yfcE,phosphodiesterase YfcE,PARTIAL,7.432650127,9.235959772,1,0
G7092,b2030,insH7,IS<i>5</i> transposase and trans-activator,PARTIAL,6.95638554,9.232936054,1,0
G6134,b0259,insH1,CP4-6 prophage; IS<i>5</i> transposase and trans-activator,PARTIAL,6.709170048,9.212329819,1,0
G6360,b0656,insH3,IS<i>5</i> transposase and trans-activator,PARTIAL,6.777330442,9.20191527,1,0
G6545,b1039,csgE,curli assembly component CsgE,PARTIAL,4.023361889,9.170073252,1,0
G6326,b0581,ybdK,putative glutamate&mdash;cysteine ligase 2,PARTIAL,4.895583546,9.167351914,1,0
G7769,b3505,insH11,IS<i>5</i> transposase and trans-activator,PARTIAL,6.740491863,9.165045537,1,0
EG11786,b2581,yfiF,putative methyltransferase YfiF,PARTIAL,7.181834872,9.157079102,1,0
EG11990,b2111,yehD,putative fimbrial protein YehD,PARTIAL,1.476839953,9.147195035,1,0
G7672,b3218,insH10,IS<i>5</i> transposase and trans-activator,PARTIAL,6.706240816,9.144939504,1,0
G7123,b2086,yegS,lipid kinase YegS,PARTIAL,5.000295404,9.139481941,1,0
G7150,b2192,insH8,IS<i>5</i> transposase and trans-activator,PARTIAL,6.749498311,9.136030461,1,0
EG11627,b0861,artM,L-arginine ABC transporter membrane subunit ArtM,PARTIAL,6.312905493,9.132723083,1,0
EG10974,b2707,srlR,DNA-binding transcriptional repressor SrlR,PARTIAL,5.46333207,9.12674156,1,0
G6902,b1674,ydhY,putative 4Fe-4S ferredoxin-like protein YdhY,PARTIAL,1.215495153,9.107541033,1,0
EG12689,b1050,yceK,DUF1375 domain-containing lipoprotein YceK,PARTIAL,3.599483746,9.081377058,1,0
EG12411,b2040,rfbD,dTDP-4-dehydrorhamnose reductase,PARTIAL,7.549012227,9.073701046,1,0
G6275,b0505,allA,ureidoglycolate lyase,PARTIAL,2.915996382,9.069051887,1,0
EG11381,b3049,glgS,surface composition regulator,PARTIAL,7.293653336,9.049611007,1,0
EG10281,b1187,fadR,DNA-binding transcriptional dual regulator FadR,PARTIAL,6.973666284,9.04583787,1,0
EG11720,b3710,mdtL,efflux pump MdtL,PARTIAL,2.298115826,9.040714202,1,0
EG10972,b2706,gutM,DNA-binding transcriptional activator GutM,PARTIAL,2.678014897,8.99896154,1,0
G6640,b1287,yciW,putative peroxidase YciW,PARTIAL,6.592540314,8.996969034,1,0
G7582,b3042,ubiK,ubiquinone biosynthesis accessory factor UbiK,PARTIAL,8.396098816,8.963125447,1,0
G6413,b0804,ybiX,PKHD-type hydroxylase YbiX,PARTIAL,3.6777846,8.942065172,1,0
G6407,b0790,ybhP,endonuclease/exonuclease/phosphatase domain-containing protein YbhP,PARTIAL,4.852531994,8.92738661,1,0
G0-16639,b4711,insH21,IS<i>5</i> transposase and trans-activator,PARTIAL,0,8.924699476,1,0
EG11387,b1927,amyA,alpha-amylase,PARTIAL,6.317081082,8.918081913,1,0
G7165,b2252,ais,putative lipopolysaccharide core heptose(II)-phosphate phosphatase,PARTIAL,1.842294957,8.91214476,1,0
EG12224,b3487,yhiI,putative membrane fusion protein YhiI,PARTIAL,6.176487971,8.911250192,1,0
G7548,b2982,insH9,IS<i>5</i> transposase and trans-activator,PARTIAL,1.526771818,8.908703259,1,0
EG11885,b1048,opgG,osmoregulated periplasmic glucans biosynthesis protein G,PARTIAL,7.721716596,8.907338257,1,0
EG12068,b2208,napF,ferredoxin-type protein,PARTIAL,2.948293672,8.899098514,1,0
G6667,b1331,insH4,IS<i>5</i> transposase and trans-activator,PARTIAL,0.64177621,8.883219759,1,0
G7915,b4303,sgcQ,KpLE2 phage-like element; putative nucleoside triphosphatase,PARTIAL,2.812028561,8.865603739,1,0
EG11894,b2012,tsuB,putative thiosulfate sulfurtransferase,PARTIAL,8.581993016,8.846383825,1,0
G7119,b2082,ogrK,prophage P2 late control protein OgrK,PARTIAL,4.920639612,8.795717363,1,0
EG11431,b2398,yfeC,DNA-binding transcriptional dual regulator YfeC,PARTIAL,6.347247464,8.791793421,1,0
G6589,b1145,ymfK,e14 prophage; putative repressor protein YmfK,PARTIAL,6.534787322,8.774643018,1,0
G7837,b4149,blc,outer membrane lipocalin protein,PARTIAL,5.751721848,8.743609647,1,0
G6929,b1724,ydiZ,putative endoribonuclease YdiZ,PARTIAL,7.419371423,8.741084004,1,0
EG12557,b4305,sgcX,KpLE2 phage-like element; putative endoglucanase with Zn-dependent exopeptidase domain,PARTIAL,2.215831924,8.72006271,1,0
EG11925,b4028,yjbG,capsule biosynthesis GfcC family protein YjbG,PARTIAL,0.892020412,8.715090935,1,0
G7757,b3440,yhhX,putative oxidoreductase YhhX,PARTIAL,6.673870299,8.699485159,1,0
G7498,b2879,ssnA,putative aminohydrolase SsnA,PARTIAL,1.009263894,8.693444392,1,0
G6721,b1400,paaY,"2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase",PARTIAL,5.547412083,8.678144432,1,0
EG12105,b2157,yeiE,DNA-binding transcriptional dual regulator YeiE,PARTIAL,5.388406241,8.668888619,1,0
G7013,b1840,yebZ,CopD family protein,PARTIAL,6.289993866,8.637407421,1,0
EG10472,b0976,hyaE,putative HyaA chaperone,PARTIAL,2.139975613,8.61791289,1,0
G6754,b1443,ydcV,putative ABC transporter membrane subunit YdcV,PARTIAL,2.874573902,8.613263618,1,0
G7872,b4217,ytfK,stringent response modulator YtfK,PARTIAL,8.052345712,8.595891502,1,0
EG12386,b2664,glaR,DNA-binding transcriptional repressor GlaR,PARTIAL,4.978606131,8.558037221,1,0
G6752,b1441,ydcT,putative ABC transporter ATP-binding protein YdcT,PARTIAL,2.942764526,8.557021221,1,0
G7500,b2881,xdhD,fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit,PARTIAL,2.570863826,8.539054493,1,0
G6780,b1486,ddpB,"putative D,D-dipeptide ABC transporter membrane subunit DdpB",PARTIAL,1.931679542,8.528802622,1,0
G6869,b1625,cnu,H-NS- and StpA-binding protein,PARTIAL,5.508278991,8.516056699,1,0
G7894,b4272,insC6,KpLE2 phage-like element; IS2 insertion element repressor InsA,PARTIAL,1.951698681,8.486754713,1,0
G6930,b1725,yniA,putative kinase YniA,PARTIAL,6.765780197,8.486107798,1,0
G6928,b1722,ydiY,acid-inducible putative outer membrane protein YdiY,PARTIAL,5.467892538,8.482207378,1,0
G7583,b3044,insC5,IS2 insertion element repressor InsA,PARTIAL,0,8.471262474,1,0
EG11424,b3622,waaL,O-antigen ligase,PARTIAL,5.554878119,8.466801246,1,0
EG11761,b1461,pptA,tautomerase PptA,PARTIAL,6.385571179,8.450363803,1,0
G7776,b3557,insJ,insertion element IS150 protein InsA,PARTIAL,3.23464644,8.447689674,1,0
G6778,b1484,ddpD,"putative D,D-dipeptide ABC transporter ATP-binding subunit DdpD",PARTIAL,2.417949215,8.446108445,1,0
EG12248,b3522,yhjD,putative transporter YhjD,PARTIAL,5.153440623,8.441499822,1,0
G6142,b0270,yagG,CP4-6 prophage; putative D-xylonate transporter YagG,PARTIAL,2.158933157,8.419708196,1,0
G7048,b1955,yedP,putative mannosyl-3-phosphoglycerate phosphatase,PARTIAL,5.286431408,8.399178182,1,0
G7499,b2880,ygfM,putative oxidoreductase,PARTIAL,1.735515993,8.395384377,1,0
EG11262,b3364,tsgA,putative transporter TsgA,PARTIAL,4.855354854,8.389325863,1,0
G7821,b4089,alsR,DNA-binding transcriptional repressor AlsR,PARTIAL,5.481991188,8.374484431,1,0
EG12008,b2127,mlrA,DNA-binding transcriptional activator MlrA,PARTIAL,4.722772509,8.366426558,1,0
EG11206,b4011,yjaA,stress response protein,PARTIAL,2.189460472,8.362897665,1,0
G7586,b3047,yqiH,putative fimbrial chaperone YqiH,PARTIAL,1.370664185,8.362882124,1,0
G6509,b0988,insB4,IS1 protein InsB,PARTIAL,0.891758735,8.361700227,1,0
EG12554,b4302,sgcA,putative PTS enzyme IIA component SgcA,PARTIAL,3.701362166,8.35731776,1,0
EG12835,b3269,yhdX,putative ABC transporter membrane subunit YhdX,PARTIAL,1.468877842,8.35368928,1,0
EG11947,b4073,nrfD,putative menaquinol-cytochrome <i>c</i> reductase subunit NrfD,PARTIAL,1.338202065,8.352693129,1,0
G7095,b2044,wcaL,putative colanic acid biosynthesis glycosyl transferase WcaL,PARTIAL,2.575557354,8.340287156,1,0
G7062,b1974,yodB,putative cytochrome b561 YodB,PARTIAL,2.730443927,8.338227301,1,0
EG10471,b0975,hyaD,putative hydrogenase 1 maturation protease HyaD,PARTIAL,2.518190086,8.331691259,1,0
G6247,b0447,decR,DNA-binding transcriptional activator DecR,PARTIAL,5.103694112,8.330895744,1,0
EG10068,b3172,argG,argininosuccinate synthetase,PARTIAL,8.793899144,8.297873223,1,0
G7051,b1963,drpB,cell division protein DrpB,PARTIAL,5.242934015,8.288780253,1,0
G6854,b1596,ynfM,putative transporter YnfM,PARTIAL,4.160438561,8.285176854,1,0
EG12710,b1962,yedJ,putative HD superfamily phosphohydrolase YedJ,PARTIAL,5.620344043,8.277526517,1,0
G0-9041,b4453,ldrD,small toxic polypeptide LdrD,PARTIAL,4.054973801,8.270134969,1,0
EG11877,b3923,uspD,universal stress protein D,PARTIAL,7.40885006,8.268576107,1,0
G7932,b4335,yjiM,putative dehydratase subunit,PARTIAL,2.895324822,8.262608137,1,0
G6838,b1580,rspB,putative zinc-binding dehydrogenase RspB,PARTIAL,2.375549254,8.255016979,1,0
EG11686,b3657,yicJ,putative xyloside transporter YicJ,PARTIAL,1.622672379,8.245602224,1,0
G6262,b0486,ybaT,putative transporter YbaT,PARTIAL,3.386010929,8.244829245,1,0
G7909,b4295,yjhU,KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhU,PARTIAL,6.819906383,8.243164629,1,0
EG11886,b1049,opgH,osmoregulated periplasmic glucans biosynthesis protein H,PARTIAL,6.765321106,8.22258311,1,0
EG12254,b3527,yhjJ,peptidase M16 family protein YhjJ,PARTIAL,5.581259517,8.194015228,1,0
EG10779,b1307,pspD,phage shock protein D,PARTIAL,4.440649335,8.187412857,1,0
EG10124,b3551,bisC,biotin sulfoxide reductase,PARTIAL,5.593177051,8.163260054,1,0
G6327,b0582,insL2,IS186/IS421 transposase,PARTIAL,5.467893146,8.152868409,1,0
EG10314,b4319,fimG,type 1 fimbriae minor subunit FimG,PARTIAL,3.93945066,8.137755078,1,0
G7255,b2394,insL3,putative IS186/IS421 transposase,PARTIAL,5.602624519,8.13491341,1,0
G7905,b4284,insI3,KpLE2 phage-like element; IS30 transposase,PARTIAL,5.971359529,8.120303263,1,0
G7373,b2638,yfjU,CP4-57 prophage; putative arsenate reductase-like protein YfjU,PARTIAL,3.971613244,8.112063858,1,0
G6143,b0271,yagH,CP4-6 prophage; putative xylosidase/arabinosidase,PARTIAL,2.613444419,8.111125824,1,0
EG11350,b3629,waaS,lipopolysaccharide core biosynthesis protein WaaS,PARTIAL,5.533865113,8.10820256,1,0
G6083,b0016,insL1,IS186/IS421 family transposase,PARTIAL,5.661573368,8.107305998,1,0
EG11920,b4021,pepE,peptidase E,PARTIAL,4.570084274,8.091231979,1,0
G6250,b0453,ybaY,PF09619 family lipoprotein YbaY,PARTIAL,7.323440937,8.089102967,1,0
G6541,b1035,ycdY,chaperone protein YcdY,PARTIAL,7.176024549,8.076284338,1,0
G6329,b0600,ybdL,methionine transaminase,PARTIAL,5.655081796,8.074355461,1,0
G6845,b1587,ynfE,putative selenate reductase YnfE,PARTIAL,2.110209346,8.069317796,1,0
EG10313,b4318,fimF,type 1 fimbriae minor subunit FimF,PARTIAL,3.594736286,8.068572216,1,0
G7118,b2081,trhP,tRNA wobble base hydroxylation protein TrhP,PARTIAL,6.369458367,8.066625309,1,0
EG12019,b2137,yohF,putative oxidoreductase YohF,PARTIAL,4.041812295,8.060656346,1,0
G6777,b1483,ddpF,"putative D,D-dipeptide ABC transporter ATP-binding subunit DdpF",PARTIAL,2.328177671,8.034761972,1,0
G6938,b1742,ves,HutD family protein Ves,PARTIAL,2.393798618,8.034508732,1,0
G7190,b2298,yfcC,putative transporter YfcC,PARTIAL,1.948173251,8.033526884,1,0
EG12263,b3536,bcsE,c-di-GMP-binding protein BcsE,PARTIAL,6.579433829,8.014632958,1,0
G6779,b1485,ddpC,"putative D,D-dipeptide ABC transporter membrane subunit DdpC",PARTIAL,2.532562035,7.988477089,1,0
G6814,b1540,rspR,DNA-binding transcriptional repressor RspR,PARTIAL,6.399257144,7.985327711,1,0
G6980,b1794,dgcP,diguanylate cyclase DgcP,PARTIAL,6.733197324,7.981699672,1,0
G7953,b4379,yjjW,putative glycyl-radical enzyme activating enzyme YjjW,PARTIAL,2.246969631,7.969822761,1,0
EG10307,b3361,fic,putative adenosine monophosphate&mdash;protein transferase Fic,PARTIAL,5.662083427,7.96035882,1,0
G6437,b0837,yliI,aldose sugar dehydrogenase YliI,PARTIAL,4.048171326,7.955566795,1,0
EG10086,b2715,ascF,cryptic &beta;-glucoside specific PTS enzyme IIBC component,PARTIAL,3.081492102,7.95365885,1,0
EG11658,b1616,uidB,glucuronide:H<sup>+</sup> symporter,PARTIAL,1.085205311,7.941799894,1,0
G7163,b2250,yfaZ,putative porin YfaZ,PARTIAL,3.877635208,7.93289821,1,0
G6582,b1137,ymfD,e14 prophage; putative SAM-dependent methyltransferase YmfD,PARTIAL,3.246071455,7.917153909,1,0
G6176,b0306,ykgE,putative lactate utilization oxidoreductase YkgE,PARTIAL,2.778031954,7.91376507,1,0
EG10713,b4106,phnC,phosphonate/phosphate ABC transporter ATP binding subunit,PARTIAL,0.515692704,7.896503336,1,0
G6434,b0834,dgcI,putative diguanylate cyclase DgcI,PARTIAL,3.374136783,7.880893369,1,0
EG12556,b4304,sgcC,putative PTS enzyme IIC component SgcC,PARTIAL,2.394817099,7.871937944,1,0
G6672,b1340,smrA,DNA endonuclease SmrA,PARTIAL,5.321288686,7.854971609,1,0
G7421,b2740,ygbN,putative transporter YgbN,PARTIAL,2.225023016,7.852959964,1,0
G7063,b1976,mtfA,Mlc titration factor,PARTIAL,6.827649014,7.847853461,1,0
G6758,b1447,ydcZ,putative transport protein YdcZ,PARTIAL,5.187884119,7.846818479,1,0
G6901,b1673,ydhV,putative oxidoreductase YdhV,PARTIAL,1.564376461,7.834610873,1,0
G6945,b1750,ydjX,DedA family protein YdjX,PARTIAL,2.687028846,7.825788867,1,0
G7169,b2256,arnD,putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD,PARTIAL,3.239284225,7.796684672,1,0
G6741,b1428,ydcK,putative acyltransferase YdcK,PARTIAL,4.453552842,7.768220702,1,0
G6866,b1615,uidC,outer membrane porin family protein UidC,PARTIAL,1.290573008,7.738743829,1,0
G7944,b4357,lgoR,putative DNA-binding transcriptional regulator LgoR,PARTIAL,2.557455414,7.706531656,1,0
G6756,b1445,ortT,orphan toxin OrtT,PARTIAL,5.051450158,7.704072651,1,0
G6957,b1770,ydjF,putative DNA-binding transcriptional regulator YdjF,PARTIAL,4.828191178,7.701784437,1,0
EG12286,b3582,sgbU,putative L-xylulose 5-phosphate 3-epimerase,PARTIAL,1.791640835,7.681468764,1,0
EG12661,b0654,gltJ,glutamate/aspartate ABC transporter membrane subunit GltJ,PARTIAL,5.278791635,7.668776565,1,0
EG12264,b3537,bcsF,putative cellulose biosynthesis protein BcsF,PARTIAL,5.227360551,7.658161923,1,0
EG11965,b3601,mtlR,transcriptional repressor MtlR,PARTIAL,5.993985714,7.643027427,1,0
EG11889,b3507,dctR,putative DNA-binding transcriptional regulator DctR,PARTIAL,2.490244836,7.639890254,1,0
G6753,b1442,ydcU,putative ABC transporter membrane subunit YdcU,PARTIAL,2.784421383,7.634233446,1,0
G6749,b1438,hicB,antitoxin of the HicA-HicB toxin-antitoxin system /  DNA-binding transcriptional repressor HicB,PARTIAL,5.476493753,7.621957903,1,0
EG11436,b4269,ahr,NADPH-dependent aldehyde reductase Ahr,PARTIAL,4.999253777,7.61806187,1,0
G6765,b1454,yncG,putative glutathione <i>S</i>-transferase YncG,PARTIAL,3.907336027,7.616268306,1,0
EG12154,b1353,sieB,Rac prophage; phage superinfection exclusion protein,PARTIAL,2.303658293,7.609832253,1,0
G6554,b1057,yceJ,putative cytochrome b561 YceJ,PARTIAL,3.590371404,7.597529976,1,0
EG11041,b1907,tyrP,tyrosine:H+ symporter,PARTIAL,4.309923398,7.596064563,1,0
G6508,b0987,gfcA,threonine-rich inner membrane protein GfcA,PARTIAL,3.272507312,7.580003227,1,0
EG12402,b1217,chaB,putative cation transport regulator ChaB,PARTIAL,5.740112585,7.579739604,1,0
G0-10472,b4559,ghoT,toxin of the GhoTS toxin-antitoxin system,PARTIAL,2.021369445,7.553280568,1,0
EG11901,b1347,rcbA,Rac prophage; double-strand break reduction protein,PARTIAL,1.628228134,7.543697581,1,0
EG12229,b3492,yhiN,putative oxidoreductase YhiN,PARTIAL,4.976821522,7.525787579,1,0
EG12859,b1424,opgD,glucans biosynthesis protein D,PARTIAL,6.440715315,7.523977907,1,0
G7925,b4328,iadA,isoaspartyl dipeptidase,PARTIAL,5.626325318,7.499732204,1,0
G6557,b1060,bssS,regulator of biofilm formation,PARTIAL,7.447389132,7.488904062,1,0
G6791,b1501,ydeP,putative oxidoreductase YdeP,PARTIAL,2.797158639,7.475692264,1,0
EG11193,b3645,dinD,DNA damage-inducible protein D,PARTIAL,3.730907396,7.471783344,1,0
G6647,b1309,ycjM,glucosylglycerate phosphorylase,PARTIAL,1.058734053,7.449014827,1,0
EG11688,b3660,yicL,putative transporter YicL,PARTIAL,4.674826836,7.437968286,1,0
G6787,b1497,ydeM,putative anaerobic sulfatase maturation enzyme YdeM,PARTIAL,1.23551845,7.433011537,1,0
G7538,b2971,yghG,outer membrane pilotin,PARTIAL,3.505216151,7.424218034,1,0
G7612,b3098,yqjD,ribosome- and membrane-associated DUF883 domain-containing protein YqjD,PARTIAL,8.656822756,7.359727495,1,0
G6743,b1432,insQ,putative RNA-guided DNA endonuclease InsQ,PARTIAL,5.670241407,7.356684815,1,0
EG12024,b2142,yohK,putative 3-hydroxypropanoate export protein YohK,PARTIAL,4.1694136,7.355788767,1,0
G379,b1943,fliK,flagellar hook-length control protein,PARTIAL,2.175291015,7.324969663,1,0
G0-9602,b4419,ldrA,small toxic polypeptide LdrA,PARTIAL,2.779830219,7.324481836,1,0
EG10778,b1306,pspC,phage shock protein C,PARTIAL,5.045013807,7.322427664,1,0
EG11767,b3485,yhhJ,ABC transporter family protein YhhJ,PARTIAL,5.236258361,7.322412265,1,0
EG11685,b3656,yicI,&alpha;-D-xyloside xylohydrolase,PARTIAL,2.738471136,7.303066153,1,0
G7735,b3383,yhfZ,putative DNA-binding transcriptional regulator YhfZ,PARTIAL,3.590072577,7.269298337,1,0
EG11004,b1845,ptrB,oligopeptidase B,PARTIAL,4.771911215,7.264520002,1,0
G7908,b4294,insA7,KpLE2 phage-like element; IS1 repressor protein InsA,PARTIAL,5.547498602,7.253420305,1,0
G7883,b4252,tabA,DUF386 domain-containing toxin-antitoxin biofilm protein TabA,PARTIAL,6.987258916,7.250183153,1,0
G7914,b4301,sgcE,KpLE2 phage-like element; putative epimerase SgcE,PARTIAL,3.121093466,7.247672084,1,0
EG11250,b4224,chpS,ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system,PARTIAL,4.951314692,7.239231213,1,0
G6178,b0308,ykgG,DUF162 domain-containing lactate utilization protein YkgG,PARTIAL,3.541251115,7.232181419,1,0
EG11743,b1495,yddB,putative TonB-dependent receptor YddB,PARTIAL,3.214873001,7.211379994,1,0
EG11342,b1242,ychE,MarC family putative inner membrane protein YchE,PARTIAL,4.118684282,7.198234985,1,0
EG11422,b2237,inaA,putative lipopolysaccharide kinase InaA,PARTIAL,5.295217273,7.181162381,1,0
G7952,b4378,yjjV,putative metal-dependent hydrolase YjjV,PARTIAL,4.304166249,7.180745988,1,0
G7931,b4334,yjiL,"putative ATPase, activator of (R)-hydroxyglutaryl-CoA dehdratase",PARTIAL,2.147067241,7.174306226,1,0
G6762,b1451,pqqU,pyrroloquinoline quinone outer membrane transporter,PARTIAL,4.245174707,7.164003683,1,0
EG11499,b3184,yhbE,putative transporter YhbE,PARTIAL,6.508537068,7.160877863,1,0
EG11488,b1639,mliC,"inhibitor of c-type lysozyme, putative lipoprotein",PARTIAL,4.786411902,7.154663088,1,0
G7235,b2372,yfdV,putative transport protein YfdV,PARTIAL,1.29343606,7.151444806,1,0
EG10169,b2313,cvpA,colicin V production protein,PARTIAL,8.558573188,7.14018431,1,0
G6846,b1588,ynfF,putative selenate reductase YnfF,PARTIAL,3.12093391,7.125506502,1,0
G7094,b2043,wcaM,putative colanic acid biosynthesis protein WcaM,PARTIAL,3.182295065,7.120534924,1,0
EG11423,b3623,waaU,putative ADP-heptose:LPS heptosyltransferase 4,PARTIAL,5.707281891,7.115420386,1,0
EG12836,b3270,yhdY,putative ABC transporter membrane subunit YhdY,PARTIAL,1.583518619,7.097724359,1,0
G6513,b0992,yccM,putative electron transport protein YccM,PARTIAL,1.805461095,7.084049259,1,0
EG11748,b0132,rpnC,recombination-promoting nuclease RpnC,PARTIAL,3.440300912,7.08300452,1,0
EG12692,b0599,hcxA,hydroxycarboxylate dehydrogenase A,PARTIAL,5.704179769,7.078802311,1,0
G6139,b0265,insA2,IS1 protein InsA,PARTIAL,4.581071286,7.077321495,1,0
EG10474,b2725,hycA,regulator of the transcriptional regulator FhlA,PARTIAL,0.694182818,7.075796408,1,0
G6473,b0919,ycbJ,putative phosphotransferase YcbJ,PARTIAL,4.840305586,7.061817514,1,0
EG11657,b0495,ybbA,putative ABC transporter ATP-binding protein YbbA,PARTIAL,4.77013805,7.033058972,1,0
EG10573,b1159,mcrA,e14 prophage; Type IV methyl-directed restriction enzyme EcoKMcrA,PARTIAL,3.812001897,7.013814083,1,0
G6830,b1559,ydfT,Qin prophage; putative antitermination protein Q,PARTIAL,2.78473274,6.993321245,1,0
EG11613,b4114,eptA,phosphoethanolamine transferase EptA,PARTIAL,2.453128326,6.975102083,1,0
G6183,b0318,yahD,ankyrin repeat-containing protein YahD,PARTIAL,2.657263537,6.974619786,1,0
G7607,b3088,alx,Mn<sup>2+</sup> exporter Alx,PARTIAL,3.446633645,6.963751243,1,0
G7928,b4331,kptA,RNA 2'-phosphotransferase,PARTIAL,4.19330775,6.949945547,1,0
G7007,b1834,letB,lipophilic envelope spanning tunnel,PARTIAL,5.120828514,6.944896214,1,0
EG12428,b3782,rhoL,<i>rho</i> operon leader peptide,PARTIAL,9.733347354,6.936389144,1,0
G6847,b1589,ynfG,putative oxidoreductase YnfG,PARTIAL,3.106431963,6.929579139,1,0
EG11636,b1528,ydeA,putative exporter YdeA,PARTIAL,4.208150355,6.925357731,1,0
G7541,b4466,yghJ,putative mayloidogenic protein,PARTIAL,4.161603113,6.92321716,1,0
EG12837,b3271,yhdZ,putative ABC transporter ATP-binding subunit YhdZ,PARTIAL,3.303140743,6.908118535,1,0
G6807,b1520,yneE,PF01062 family inner membrane protein YneE,PARTIAL,4.193519972,6.898354233,1,0
G7006,b1833,letA,intermembrane transport protein LetA,PARTIAL,4.684722912,6.896362075,1,0
G6856,b1598,ydgD,putative serine protease YdgD,PARTIAL,6.023832537,6.88474471,1,0
EG12035,b2171,yeiP,elongation factor P-like protein YeiP,PARTIAL,7.37744799,6.881145412,1,0
