,sample_id,study,project,reference_condition,reference_condition_old,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth_Phase,Growth Rate (1/hr),Isolate Type,Additional Details,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,doi,GEO,SRX,Run,R1,R2,contact,creator,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,run_date,n_replicates,PxK_sample_type,deleted_genes,mutated_genes,overexpressed_genes,passed_replicate_correlations,show_study,study_sort,qc_id
pmg_wt_36,C_D-Mannitol_2,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,D-Mannitol_NH4Cl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,D-Mannitol(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.637,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/2024-04-23-SBP-AVITI/PAL063_R1.fastq.gz,s3://sbrg-sequencing-files/2024-04-23-SBP-AVITI/PAL063_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:D-Mannitol_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0149
pmg_wt_37,C_D-Glucose-6-Phosphate_1,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,D-Glucose-6-Phosphate_NH4Cl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,D-Glucose-6-Phosphate(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.858,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/45id45_S45_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/45id45_S45_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:D-Glucose-6-Phosphate_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0150
pmg_wt_38,C_D-Glucose-6-Phosphate_2,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,D-Glucose-6-Phosphate_NH4Cl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,D-Glucose-6-Phosphate(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.858,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/46id46_S46_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/46id46_S46_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:D-Glucose-6-Phosphate_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0151
pmg_wt_39,C_DL-Malic_acid_1,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,DL-Malic_acid_NH4Cl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,DL-Malic_acid(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.345,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/47id47_S47_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/47id47_S47_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:DL-Malic_acid_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0152
pmg_wt_40,C_DL-Malic_acid_2,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,DL-Malic_acid_NH4Cl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,DL-Malic_acid(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.345,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/48id48_S48_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/48id48_S48_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:DL-Malic_acid_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0153
pmg_wt_41,C_L-Rhamnose_1,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,L-Rhamnose_NH4Cl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,L-Rhamnose(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.381,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/5_S5_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/5_S5_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:L-Rhamnose_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0154
pmg_wt_42,C_L-Rhamnose_2,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,L-Rhamnose_NH4Cl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,L-Rhamnose(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.381,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/6_S6_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/6_S6_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:L-Rhamnose_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0155
pmg_wt_43,C_Maltose_1,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,Maltose_NH4Cl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Maltose(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.555,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/19id19_S19_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/19id19_S19_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:Maltose_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0156
pmg_wt_44,C_Maltose_2,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,Maltose_NH4Cl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Maltose(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.555,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/20id20_S20_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/20id20_S20_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:Maltose_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0157
pmg_wt_45,C_D-Melibiose_1,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,D-Melibiose_NH4Cl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,D-Melibiose(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.511,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/21id21_S21_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/21id21_S21_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:D-Melibiose_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0158
pmg_wt_46,C_D-Melibiose_2,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,D-Melibiose_NH4Cl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,D-Melibiose(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.511,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/22id22_S22_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/22id22_S22_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:D-Melibiose_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0159
pmg_wt_47,C_N-Acetyl-D-Glucosamine_1,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,N-Acetyl-D-Glucosamine_NH4Cl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,N-Acetyl-D-Glucosamine(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.811,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/43id43_S43_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/43id43_S43_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:N-Acetyl-D-Glucosamine_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0160
pmg_wt_48,C_N-Acetyl-D-Glucosamine_2,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,N-Acetyl-D-Glucosamine_NH4Cl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,N-Acetyl-D-Glucosamine(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.811,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/44id44_S44_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/44id44_S44_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:N-Acetyl-D-Glucosamine_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0161
pmg_wt_49,C_a-Ketoglutaric_acid_1,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,a-Ketoglutaric_acid_NH4Cl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,a-Ketoglutaric_acid(5),NH4Cl(1),O2,Sauer trace element mixture,,,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/49id49_S49_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/49id49_S49_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:a-Ketoglutaric_acid_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0162
pmg_wt_50,C_a-Ketoglutaric_acid_2,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,a-Ketoglutaric_acid_NH4Cl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,a-Ketoglutaric_acid(5),NH4Cl(1),O2,Sauer trace element mixture,,,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/50id50_S50_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/50id50_S50_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:a-Ketoglutaric_acid_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0163
pmg_wt_51,C_a-D-Lactose_1,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,a-D-Lactose_NH4Cl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,a-D-Lactose(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.762,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/7_S7_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/7_S7_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:a-D-Lactose_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0164
pmg_wt_52,C_a-D-Lactose_2,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,a-D-Lactose_NH4Cl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,a-D-Lactose(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.762,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/8_S8_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/8_S8_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:a-D-Lactose_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0165
pmg_wt_53,C_m-Tartaric_acid_1,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,m-Tartaric_acid_NH4Cl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,m-Tartaric_acid(5),NH4Cl(1),O2,Sauer trace element mixture,,,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/1_S1_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/1_S1_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:m-Tartaric_acid_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0166
pmg_wt_54,C_m-Tartaric_acid_2,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,m-Tartaric_acid_NH4Cl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,m-Tartaric_acid(5),NH4Cl(1),O2,Sauer trace element mixture,,,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/2_S2_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/2_S2_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:m-Tartaric_acid_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0167
pmg_wt_55,C_Maltotriose_1,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,Maltotriose_NH4Cl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Maltotriose(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.547,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/3_S3_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/3_S3_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:Maltotriose_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0168
pmg_wt_56,C_Maltotriose_2,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,Maltotriose_NH4Cl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Maltotriose(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.547,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/4_S4_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/4_S4_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:Maltotriose_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0169
pmg_wt_57,C_Mucic_acid_1,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,Mucic_acid_NH4Cl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Mucic_acid(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.27,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/11_S11_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/11_S11_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:Mucic_acid_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0170
pmg_wt_58,C_Mucic_acid_2,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,Mucic_acid_NH4Cl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Mucic_acid(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.27,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/12_S12_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/12_S12_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:Mucic_acid_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0171
pmg_wt_59,C_Methylpyruvate_1,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,Methylpyruvate_NH4Cl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Methylpyruvate(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.302,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/13_S13_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/13_S13_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:Methylpyruvate_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0172
pmg_wt_60,C_Methylpyruvate_2,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,Methylpyruvate_NH4Cl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Methylpyruvate(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.302,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/14_S14_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/14_S14_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:Methylpyruvate_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0173
pmg_wt_61,C_D-Saccharic_acid_1,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,D-Saccharic_acid_NH4Cl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,D-Saccharic_acid(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.512,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/01id01_S1_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/01id01_S1_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:D-Saccharic_acid_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0174
pmg_wt_62,C_D-Saccharic_acid_2,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,D-Saccharic_acid_NH4Cl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,D-Saccharic_acid(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.512,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/02id02_S2_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-20-TSRI AVITI/02id02_S2_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:D-Saccharic_acid_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0175
pmg_wt_63,C_D-Malic_acid_1,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,D-Malic_acid_NH4Cl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,D-Malic_acid(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.149,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/17_S17_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/17_S17_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:D-Malic_acid_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0176
pmg_wt_64,C_D-Malic_acid_2,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,D-Malic_acid_NH4Cl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,D-Malic_acid(5),NH4Cl(1),O2,Sauer trace element mixture,,,,0.149,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/18_S18_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/18_S18_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:D-Malic_acid_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0177
pmg_wt_65,C_L-Lyxose_1,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,L-Lyxose_NH4Cl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,L-Lyxose(5),NH4Cl(1),O2,Sauer trace element mixture,,,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/9_S9_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/9_S9_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:L-Lyxose_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0178
pmg_wt_66,C_L-Lyxose_2,single_nutrient_perturbation,SNPv1,pmg_wt_77;pmg_wt_78,D-Glucose_NH4Cl,L-Lyxose_NH4Cl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,L-Lyxose(5),NH4Cl(1),O2,Sauer trace element mixture,,,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273304,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/10_S10_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/10_S10_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv1:L-Lyxose_NH4Cl,,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0179
